,Site,Stand,Plot,Species,TagID,Treatment.x,Age,Subplot.x,previous.tags,DBH2008,DBH2009,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,X,liveBA11,liveBA15,liveBA19,liveBA23,X.1,BA2011,BA2015,BA2019,BA2023,X.2,chgBA11_15,chgBA15_19,chgBA19_23,X.3,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,X.4,deadyr,dead2008.2010,dead2011,dead2015,dead2019,dead2023,notes2008.10,notes2011,notes2015,notes2019,notes2023,X.5,ingrowthyear,ingrowth5x5,Ntrt,Ptrt,plotID.x,Age3,RBAI,Order_Processed,Date_Collected,Stand_Age,Growth_Stage,Treatment.y,Ntrt.y,Ptrt.y,Catrt,Tree_Number,Subplot.y,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,Leaf_Area,SLA_cm2_g,SLA_m2kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date.Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P.214,P.178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID,Age2,ID,treeID,plotID.y,P178ln,Parea,Narea
123,BEF,C4,3,YB,437,Control,Mid,C2,,NA,10.9,NA,10.7,10.9,11.3,11.7,NA,89.9,93.3,100.3,107.5,NA,89.9,93.3,100.3,107.5,NA,0.037732553,0.074741183,0.072049495,NA,0.009302526,0.018183308,0.017545198,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,0,0,C4_3,Mid,0.013777516,260,7/22/2022,Mid,Third,Control,0,0,0,1,C2,4,2,Not a lot-hard to shoot,6,1.68,118.675,118.156,NA,NA,0.61,0.1,19.78,193.7,19.37,0.36,363.1,"insect damage, brown spots, shotgun holes",,7/24/2022,-2.800334111,-29.44549584,26.32340283,0.485330031,18.43720715,11.57625802,0.072191,9.813192011,2.523103402,2.396315114,1.441951929,1.439878562,1.191621371,0.03346552,0.22240269,172,,,BEAL2,Mid,C4_3_Control_YB_6_437,C4_3_YB_437,C4_3,0.364558778,0.074335496,1.358977947
124,BEF,C4,4,BE,263,P,Mid,B3,,NA,11.8,NA,11.7,14.2,16.5,18.4,NA,107.5,158.4,213.8,265.9,NA,107.5,158.4,213.8,265.9,NA,0.473007524,0.350178536,0.243562902,NA,0.101669285,0.077947972,0.056007346,NA,NA,,,,,,Tagged in 2009,Connected to #1730,,Diseased,,,NA,,0,1,C4_4,Mid,0.089745049,265,7/22/2022,Mid,Third,P,0,1,0,3,B3,2,2,,8,3.56,207.25,206.897,NA,NA,1.69,0.21,25.91,122.42,12.24,0.47,474.72,"chrolotic, brown spots, insect damage",,7/24/2022,-2.417845496,-27.91399101,18.99823116,0.488118763,25.69285312,6.495856027,0.043612217,9.50911141,0.920394224,1.733029383,2.013129661,2.025640739,1.159482041,0.015568473,0.031699702,NA,,,FAGR,Mid,C4_4_P_BE_8_263,C4_4_BE_263,C4_4,0.705886065,0.165466487,1.551889492
125,BEF,C4,4,BE,369,P,Mid,C2,,NA,11.3,NA,12,13.7,14.9,15.7,NA,113.1,147.4,174.4,193.6,NA,113.1,147.4,174.4,193.6,NA,0.303402778,0.182854707,0.110265303,NA,0.068488028,0.042876426,0.026494654,NA,NA,,,,,,,,,,,,NA,,0,1,C4_4,Mid,0.055626987,264,7/22/2022,Mid,Third,P,0,1,0,2,C2,2,2,,8,3.84,234.004,233.237,NA,NA,1.97,0.25,29.25,118.39,11.84,0.51,513.02,"some have yellow spots, shotgun holes",,7/24/2022,-2.238971342,-27.89744408,21.01829508,0.487930385,23.21455584,10.16424653,0.040798012,8.119577939,0.681021719,1.840310077,1.944482725,1.883823082,1.349521044,0.025802893,0.040024521,NA,,,FAGR,Mid,C4_4_P_BE_8_369,C4_4_BE_369,C4_4,0.633303266,0.159120118,1.775343786
126,BEF,C4,4,BE,739,P,Mid,C1,,NA,10.3,NA,11.3,13.6,15.2,17,NA,100.3,145.3,181.5,227,NA,100.3,145.3,181.5,227,NA,0.448508106,0.249134948,0.250865651,NA,0.097059626,0.05718828,0.057554279,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,0,1,C4_4,Mid,0.076953525,263,7/22/2022,Mid,Third,P,0,1,0,1,C1,2,2,,11,5.83,325.463,324.333,NA,NA,2.9,0.26,29.59,111.84,11.18,0.5,497.43,"chlorosis, brown marks ",,7/24/2022,-1.961010201,-27.70323378,16.18896161,0.487536951,30.11539362,6.525000892,0.557188102,7.655293236,1.074666984,1.672130699,1.350773173,1.355970592,1.102623166,0.023349201,0.023893668,NA,,,FAGR,Mid,C4_4_P_BE_11_739,C4_4_BE_739,C4_4,0.304517502,0.121242006,1.447510874
127,BEF,C4,4,RM,1741,P,Mid,A1,,NA,NA,NA,17.3,20,22.2,24,NA,235.1,314.2,387.1,452.4,NA,235.1,314.2,387.1,452.4,NA,0.336496375,0.2321,0.168736304,NA,0.075206661,0.053565375,0.03975049,NA,NA,,,,,,,Outside 5X5 m veg plot,,,,,2011,out,0,1,C4_4,Mid,0.064317781,268,7/22/2022,Mid,Third,P,0,1,0,3,A1,2,2,,7,4.01,222.591,222.499,NA,NA,1.73,0.25,31.8,128.61,12.86,0.43,431.42,"brown spots and chlorotic, some insect damage, curvey",,7/24/2022,-3.943245132,-28.49613234,15.80184434,0.488391068,30.90721926,7.424001602,0.034816126,9.015980505,1.161528685,1.641049381,2.54268621,2.631890451,1.037257619,0.019756345,0.020786584,NA,,,ACRU,Mid,C4_4_P_RM_7_1741,C4_4_RM_1741,C4_4,0.967702391,0.204641198,1.228663738
128,BEF,C4,4,RM,395,P,Mid,C2,,NA,10.8,NA,11,12.5,13.9,15.6,NA,95,122.7,151.7,191.1,NA,95,122.7,151.7,191.1,NA,0.291322314,0.236544,0.259562134,NA,0.066003582,0.054514106,0.059387634,NA,NA,,,,,,Tagged in 2009,Identified as BE in 2009; RM in 2011.  Confirmed RM by Matt,,,,,NA,,0,1,C4_4,Mid,0.060248696,266,7/22/2022,Mid,Third,P,0,1,0,1,C2,3,2,,7,5.83,297.745,297.653,NA,NA,2.62,0.37,42.54,113.61,11.36,0.45,449.4,minor insect damage,,7/24/2022,-4.824637105,-28.92777696,17.55157311,0.498598199,28.40760744,6.767,0.0351,5.7333,1.7238,1.7396,2.6557,2.6986,1.0704,0.0136,0.0229,NA,,,ACRU,Mid,C4_4_P_RM_7_395,C4_4_RM_395,C4_4,0.99273312,0.237531907,1.54489685
129,BEF,C4,4,WB,767,P,Mid,C1,,NA,21.4,NA,22.2,24,24.8,25.4,NA,387.1,452.4,483.1,506.7,NA,387.1,452.4,483.1,506.7,NA,0.168736304,0.067777778,0.048972425,NA,0.03975049,0.016530045,0.01202448,NA,NA,,,,,,,,,,,,NA,,0,1,C4_4,Mid,0.02807958,269,7/22/2022,Mid,Third,P,0,1,0,1,C1,4,2,,6,3.17,172.074,171.888,NA,NA,1.27,0.21,28.68,135.34,13.53,0.4,400.63,"damaged, minor insect damage, skeletonizers",,7/24/2022,-3.600789231,-29.07968097,18.5911418,0.489293609,26.31864217,7.966394121,0.042003094,8.078075037,1.294810362,2.546901973,1.706012932,1.691867014,1.130485601,0.026269296,0.116510462,NA,,,BEPA,Mid,C4_4_P_WB_6_767,C4_4_WB_767,C4_4,0.525832661,0.125008646,1.373662022
130,BEF,C4,4,WB,772,P,Mid,C1,,NA,12,NA,12,12.4,12.4,12.5,NA,113.1,120.8,120.8,122.7,NA,113.1,120.8,120.8,122.7,NA,0.067777778,0,0.016194069,NA,0.016530045,0,0.004024161,NA,NA,,,,,,,,,Checked,,,NA,,0,1,C4_4,Mid,0.008266972,270,7/22/2022,Mid,Third,P,0,1,0,2,C1,3,3,,8,2.82,150.181,149.552,NA,NA,1.32,0.17,18.77,113.3,11.33,0.47,468.09,"small brown holes, minor insect damage; two leaves fell on counter while weighing",,7/24/2022,-2.357436359,-28.72413794,18.61363825,0.499415045,26.83059801,4.9417511,0.035714202,5.089317572,0.905286586,1.68314978,1.450043153,1.445940504,0.933596283,0.016195186,0.114322522,NA,,,BEPA,Mid,C4_4_P_WB_8_772,C4_4_WB_772,C4_4,0.368759978,0.127620521,1.642863041
131,BEF,C4,4,WB,837,P,Mid,B2,746,NA,15.1,NA,16,17.2,18,18.6,NA,201.1,232.4,254.5,271.7,NA,201.1,232.4,254.5,271.7,NA,0.155625,0.095186587,0.067777778,NA,0.036822068,0.022991509,0.016530045,NA,NA,,,,,,,,,,,,NA,,0,1,C4_4,Mid,0.029874878,271,7/22/2022,Mid,Third,P,0,1,0,3,B2,2,2,,11,5.34,260.648,260.465,NA,NA,2.23,0.2,23.7,116.8,11.68,0.42,417.6,small brown dots; one leaf fell on floor weighing,,7/24/2022,-2.070538292,-28.08475803,18.18852586,0.498695432,27.4181336,5.332971667,0.041898818,5.740501248,1.236570494,1.737784596,1.828874546,1.792329625,1.115630233,0.015801763,0.110261621,NA,,,BEPA,Mid,C4_4_P_WB_11_837,C4_4_WB_837,C4_4,0.58351624,0.153452879,1.557236803
132,BEF,C4,4,YB,448,P,Mid,C2,774,NA,14,NA,14.8,14.6,15.3,15.5,NA,172,167.4,183.9,188.7,NA,172,167.4,183.9,188.7,NA,-0.026844412,0.098189154,0.026314665,NA,-0.006779739,0.023691949,0.006514727,NA,NA,,,,,,,,"DBH was verified in Oct, likely error in measurements in multiple years",,,,NA,,0,1,C4_4,Mid,0.008397268,273,7/22/2022,Mid,Third,P,0,1,0,2,C2,3,2,,7,5.4,326.648,326.511,NA,NA,1.98,0.28,46.66,164.9,16.49,0.37,366.67,"brown spots, big leaves, a catapillar",,7/24/2022,-3.48467123,-28.905798,23.00198671,0.493323795,21.44700811,11.35689418,0.059815314,6.076534264,1.907111281,4.076026165,2.418026713,2.473916088,1.271462536,0.030480141,0.232655542,192,,,BEAL2,Mid,C4_4_P_YB_7_448,C4_4_YB_448,C4_4,0.905802356,0.150025233,1.394905198
133,BEF,C4,4,YB,708,P,Mid,A1,,NA,11.2,NA,11.6,12.4,12.8,13.3,NA,105.7,120.8,128.7,138.9,NA,105.7,120.8,128.7,138.9,NA,0.142687277,0.065556712,0.079650879,NA,0.033907886,0.016001016,0.019344152,NA,NA,,,,,,,,,,,,NA,,0,1,C4_4,Mid,0.024915226,274,7/22/2022,Mid,Third,P,0,1,0,3,A1,4,2,,5,1.77,123.018,122.652,NA,NA,0.77,0.15,24.6,159.29,15.93,0.44,435.03,brown spots,,7/24/2022,-3.553983402,-30.08273828,20.45026769,0.495750243,24.24174834,7.014773278,0.049294492,6.670163421,1.349071578,2.499993856,2.086972675,2.035923845,1.103670007,0.020718493,0.161989044,204,,,BEAL2,Mid,C4_4_P_YB_5_708,C4_4_YB_708,C4_4,0.710949694,0.127812408,1.283838765
134,BEF,C4,4,YB,916,P,Mid,B1,756,NA,10.7,NA,10.6,11.2,11,11.1,NA,88.2,98.5,95,96.8,NA,88.2,98.5,95,96.8,NA,0.116411534,-0.035395408,0.018264463,NA,0.027912338,-0.008968791,0.004535171,NA,NA,,,,,,,,,Checked,,,NA,,0,1,C4_4,Mid,0.009326969,272,7/22/2022,Mid,Third,P,0,1,0,1,B2,2,2,,9,3.96,218.554,218.124,NA,NA,1.58,0.18,24.28,138.05,13.81,0.4,398.99,brown spots and small holes,,7/24/2022,-3.656864555,-29.64379673,19.87824717,0.497350598,25.01984174,5.838971082,0.055595831,6.849265171,1.268604387,2.487131331,1.709717634,1.72018712,1.01125944,0.017105107,0.093048815,293,,,BEAL2,Mid,C4_4_P_YB_9_916,C4_4_YB_916,C4_4,0.542433076,0.124606093,1.439930979
135,BEF,C6,1,BE,331,NP,Mid,B3,,13,NA,NA,15,16.3,16.8,17,NA,176.7,208.7,221.7,227,NA,176.7,208.7,221.7,227,NA,0.180844444,0.062290639,0.023951247,NA,0.042433051,0.015221575,0.00593477,NA,NA,,,,,,at tag,,Measured above fork,,measured at nail,,NA,,1,1,C6_1,Mid,0.028764911,371,7/29/2022,Mid,Third,NP,1,1,0,3,B3,2,2,,7,2.24,255.515,255.429,NA,NA,1.07,0.15,36.5,238.72,23.87,0.48,477.68,brown and white spots,,7/31/2022,missing,NA,24.77783255,0.48306661,19.49591874,10.42767897,0.051210833,5.514048525,1.492343898,1.176566033,2.050954348,2.089506281,1.613620391,0.035307777,0.040383388,NA,,,FAGR,Mid,C6_1_NP_BE_7_331,C6_1_BE_331,C6_1,0.736927809,0.087529586,1.037945398
136,BEF,C6,1,BE,339,NP,Mid,B2,,12.3,NA,NA,13,13.9,14.1,14.4,NA,132.7,151.7,156.1,162.9,NA,132.7,151.7,156.1,162.9,NA,0.143254438,0.028984007,0.043005885,NA,0.034036155,0.007168551,0.010582305,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.020508197,370,7/29/2022,Mid,Third,NP,1,1,0,2,B2,3,2,codominant,4,2.5,212.604,212.578,NA,NA,1.13,0.28,53.15,188.12,18.81,0.45,452,"chrolotic, brown spots, skeletonizers",,7/31/2022,missing,NA,23.86048974,0.492848354,20.6554165,5.067858213,0.05082986,7.526177572,0.948639218,0.96875495,1.772049197,1.669619221,1.382055069,0.009996239,0.031833258,NA,,,FAGR,Mid,C6_1_NP_BE_4_339,C6_1_BE_339,C6_1,0.512595589,0.088752882,1.268365391
137,BEF,C6,1,BE,348,NP,Mid,B1,,13.3,NA,NA,14.8,16.8,17.7,18.2,NA,172,221.7,246.1,260.2,NA,172,221.7,246.1,260.2,NA,0.288531775,0.110012755,0.057295158,NA,0.065427208,0.026436276,0.01402593,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.045798214,369,7/29/2022,Mid,Third,NP,1,1,0,1,B1,4,2,,8,3.37,188.122,187.567,NA,NA,1.76,0.22,23.52,106.57,10.66,0.52,522.26,"brown spots, chlorotic",,7/31/2022,missing,NA,17.97720826,0.501960757,27.92206388,3.503483078,0.037322087,4.466567917,0.57213853,0.507079921,1.369086046,1.370162123,0.909321537,0.006240919,0.014652695,NA,,,FAGR,Mid,C6_1_NP_BE_8_348,C6_1_BE_348,C6_1,0.314929071,0.128569215,1.68689202
138,BEF,C6,1,RM,336,NP,Mid,B2,,13.1,NA,NA,13.7,13.9,14.4,14.9,NA,147.4,151.7,162.9,174.4,NA,147.4,151.7,162.9,174.4,NA,0.029410198,0.073236375,0.070650077,NA,0.007272823,0.017826716,0.017212968,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.012576747,372,7/29/2022,Mid,Third,NP,1,1,0,1,B2,2,2,,13,6.19,338.597,338.238,NA,NA,2.67,0.21,26.05,126.68,12.67,0.43,431.34,"little brown and white spots, chlorotic, small leaves selected",,7/31/2022,missing,NA,24.83423329,0.488548385,19.6723764,6.771799221,0.03840819,6.547836366,1.285694457,1.010065093,1.942987353,1.913251666,1.172613072,0.012431972,0.029075301,NA,,,ACRU,Mid,C6_1_NP_RM_13_336,C6_1_RM_336,C6_1,0.648804237,0.151030286,1.960391008
139,BEF,C6,1,RM,337,NP,Mid,B2,,16.5,NA,NA,17.7,20.5,21.9,23.1,NA,246.1,330.1,376.7,419.1,NA,246.1,330.1,376.7,419.1,NA,0.341408918,0.141249256,0.112591481,NA,0.076193333,0.033582451,0.027031899,NA,NA,,,,,,,,Measured on knot,,,,NA,,1,1,C6_1,Mid,0.054655206,373,7/29/2022,Mid,Third,NP,1,1,0,2,B2,2,2,,9,2.21,152.666,152.552,NA,NA,1,0.11,16.96,152.55,15.26,0.45,452.49,"brown spots, chlorotic, little brown spots, small leaves selected",,7/31/2022,missing,NA,16.1028488,0.461726373,28.67358308,5.979954005,0.039582154,6.338344189,0.906491062,0.817180971,1.681253624,1.735654951,1.026613676,0.011269894,0.025469205,NA,,,ACRU,Mid,C6_1_NP_RM_9_337,C6_1_RM_337,C6_1,0.551384836,0.113776136,1.05557842
140,BEF,C6,1,RM,375,NP,Mid,C2,,19.4,NA,NA,20.7,22.5,23.7,25,NA,336.5,397.6,441.2,490.9,NA,336.5,397.6,441.2,490.9,NA,0.18147448,0.109511111,0.112713418,NA,0.04257207,0.026320288,0.027060038,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.034442379,374,7/29/2022,Mid,Third,NP,1,1,0,3,C2,3,2,,8,2.81,196.351,196.24,NA,NA,1.27,0.16,24.54,154.52,15.45,0.45,451.96,"small sample, brown spots, yellow spts, and little holes",,7/31/2022,missing,NA,17.06209164,0.46629307,27.32918564,6.982584017,0.045048094,8.080463455,0.936061656,1.024316253,1.715246664,1.605585073,1.048039832,0.012141371,0.021306887,NA,,,ACRU,Mid,C6_1_NP_RM_8_375,C6_1_RM_375,C6_1,0.473488222,0.103907913,1.104199563
141,BEF,C6,1,WB,312,NP,Mid,A3,,22.4,NA,NA,23.5,25.2,26.3,27.5,NA,433.7,498.8,543.3,594,NA,433.7,498.8,543.3,594,NA,0.149913988,0.089206979,0.09333661,NA,0.035538713,0.021592283,0.022559229,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.028563918,376,7/29/2022,Mid,Third,NP,1,1,0,2,A3,2,2,super dominant,12,4.89,216.174,215.518,NA,NA,2.08,0.17,18.01,103.61,10.36,0.43,425.36,"brown spots, tiny holes",,7/31/2022,missing,NA,22.76550607,0.488017031,21.43668713,6.299423691,0.040474998,6.76551398,0.930687248,1.37731342,1.891870518,1.843993202,1.131568838,0.015691546,0.15637612,NA,,,BEPA,Mid,C6_1_NP_WB_12_312,C6_1_WB_312,C6_1,0.611933439,0.177974443,2.197230583
142,BEF,C6,1,WB,363,NP,Mid,C1,,NA,NA,NA,29.2,31.9,34.8,36.4,NA,669.7,799.2,951.1,1040.6,NA,669.7,799.2,951.1,1040.6,NA,0.193481422,0.190082645,0.094067909,NA,0.045210866,0.044465936,0.022730175,NA,NA,,,,,,,,Sapflow tree (Sapflow-G),,,,NA,,1,1,C6_1,Mid,0.044824229,375,7/29/2022,Mid,Third,NP,1,1,0,1,C1,3,2,,7,2.93,178.981,178.825,NA,NA,1.62,0.23,25.57,110.39,11.04,0.55,552.9,"minor insect damage, chlorosis, brown spots, skeletonizer",,7/31/2022,missing,NA,21.17660778,0.492148286,23.24018517,5.869607474,0.030553817,6.222185491,0.799364624,1.059228902,1.619471537,1.734750872,1.251670259,0.016194223,0.13506085,NA,,,BEPA,Mid,C6_1_NP_WB_7_363,C6_1_WB_363,C6_1,0.550863813,0.157147466,1.918344758
143,BEF,C6,1,WB,8889,NP,Mid,B3,327,21.7,NA,NA,22.2,24.4,26.1,28.4,NA,387.1,467.6,535,633.5,NA,387.1,467.6,535,633.5,NA,0.20801883,0.144198468,0.184010804,NA,0.048379273,0.03424955,0.043131154,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.041277121,377,7/29/2022,Mid,Third,NP,1,1,0,3,B3,2,2,,6,4.72,NA,NA,NA,NA,1.68,0.28,NA,NA,NA,0.36,355.93,"some skeletonizer damage, minor insect damage, little brown spots",,7/31/2022,missing,NA,20.01914565,0.476934997,23.82394361,6.296706031,0.047491155,12.08980918,1.280095013,1.194261516,2.353750323,2.183846882,1.288012927,0.018114382,0.148150724,NA,,327,BEPA,Mid,C6_1_NP_WB_6_8889,C6_1_WB_8889,C6_1,0.781087946,NA,NA
144,BEF,C6,1,YB,313,NP,Mid,A3,,16.9,NA,NA,17.7,19.6,20.1,21.1,NA,246.1,301.7,317.3,349.7,NA,246.1,301.7,317.3,349.7,NA,0.226212136,0.051671179,0.101977674,NA,0.052304439,0.012674777,0.024573689,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.032273568,379,7/29/2022,Mid,Third,NP,1,1,0,2,A3,3,2,,5,2.02,118.985,118.853,NA,NA,0.81,0.16,23.8,146.73,14.67,0.4,400.99,"one is fuzzy, brown spots and small holes, some minor insect damage",,7/31/2022,missing,NA,24.54359434,0.48643616,19.81927151,8.781314899,0.054880129,7.958173621,1.945155343,1.856782265,2.832068395,2.652585092,1.391214191,0.02324757,0.125552421,286,,,BEAL2,Mid,C6_1_NP_YB_5_313,C6_1_YB_313,C6_1,0.975534671,0.18078001,1.672704583
145,BEF,C6,1,YB,370,NP,Mid,C2,,16.6,NA,NA,17.6,19.1,20.7,21.4,NA,243.3,286.5,336.5,359.7,NA,243.3,286.5,336.5,359.7,NA,0.177718233,0.174556619,0.068776401,NA,0.041742421,0.04104257,0.016767636,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.041370738,378,7/29/2022,Mid,Third,NP,1,1,0,1,?,3,2,,5,4.35,223.998,223.061,NA,NA,1.85,0.37,44.8,120.57,12.06,0.43,425.29,"a lot little holes, brown spots, skeletonizer, chlorotic",,7/31/2022,missing,NA,23.02555886,0.492271584,21.37935443,4.438221701,0.0315147,4.316585788,0.768691605,1.314674645,1.8910561,1.958799255,1.114790458,0.011555032,0.119151005,234,originally listed as 379 but most likely 370 (or 8879?),,BEAL2,Mid,C6_1_NP_YB_5_370,C6_1_YB_370,C6_1,0.672331661,0.162461579,1.909725376
146,BEF,C6,1,YB,8879,NP,Mid,C2,377,15.3,NA,NA,16.5,18.4,19.7,20.5,NA,213.8,265.9,304.8,330.1,NA,213.8,265.9,304.8,330.1,NA,0.243562902,0.146296078,0.082867376,NA,0.056007346,0.034723235,0.020102513,NA,NA,,,,,,,,,,,,NA,,1,1,C6_1,Mid,0.045323966,380,7/29/2022,Mid,Third,NP,1,1,0,3,C2,2,2,,11,3.86,222.071,220.729,NA,NA,1.64,0.15,20.19,134.59,13.46,0.42,424.87,"a beetle on leaf, small sample, two fuzzy leaves, brown spots, tiny holes",,7/31/2022,missing,NA,25.48586681,0.495131581,19.4276924,4.825841423,0.041689697,7.883081968,0.914302115,1.501053958,1.772055124,1.882637832,1.13394301,0.01123768,0.135378348,290,,377?,BEAL2,Mid,C6_1_NP_YB_11_8879,C6_1_YB_8879,C6_1,0.632673896,0.139879473,1.893592898
147,BEF,C6,2,BE,631,Control,Mid,A1,,17.1,NA,NA,19.1,21,22,23.8,NA,286.5,346.4,380.1,444.9,NA,286.5,346.4,380.1,444.9,NA,0.208848442,0.097505669,0.170330579,NA,0.048559221,0.023532631,0.04010489,NA,NA,,,,,,at tag,Measured above bump,Measured above bump,,,,NA,,0,0,C6_2,Mid,0.035968751,418,7/29/2022,Mid,Third,Control,0,0,0,2,A1,3,2,,21,5.93,627.805,627.805,NA,NA,2.58,0.12,29.9,243.34,24.33,0.44,435.08,leaves in great condition but thin,,8/3/2022,missing,NA,17.04370689,0.470866699,27.62701225,7.18099055,0.045616671,10.09644604,1.573490375,1.084582036,1.174806958,1.141655582,1.408695743,0.013274465,0.034406218,NA,,,FAGR,Mid,C6_2_Control_BE_21_631,C6_2_BE_631,C6_2,0.132479474,0.046916067,0.700407121
148,BEF,C6,2,BE,682,Control,Mid,B3,,11.5,NA,NA,12.2,13.2,13.6,13.8,NA,116.9,136.8,145.3,149.6,NA,116.9,136.8,145.3,149.6,NA,0.17065305,0.061524334,0.029628028,NA,0.04017653,0.015038438,0.007326105,NA,NA,,,,,,,,,,,,NA,,0,0,C6_2,Mid,0.027558102,417,7/29/2022,Mid,Third,Control,0,0,0,1,B3,2,2,,7,2.64,304.8,304.074,NA,NA,1.22,0.17,43.54,249.24,24.92,0.46,462.12,"tiny brown spots and holes, skeletonizer damage",,8/3/2022,missing,NA,20.66158185,0.481773555,23.31736062,8.395423893,0.062660445,5.702292525,1.742849303,1.836475714,1.221433447,1.198199454,1.422449047,0.011026384,0.031283223,NA,,,FAGR,Mid,C6_2_Control_BE_7_682,C6_2_BE_682,C6_2,0.180819975,0.048074123,0.828983383
149,BEF,C6,2,BE,690,Control,Mid,B2,,15,NA,NA,16,17.5,19,20.7,NA,201.1,240.5,283.5,336.5,NA,201.1,240.5,283.5,336.5,NA,0.196289063,0.17877551,0.186952909,NA,0.045825033,0.041976145,0.043778561,NA,NA,,,,,,,,,,,,NA,,0,0,C6_2,Mid,0.043860885,419,7/29/2022,Mid,Third,Control,0,0,0,3,B2,3,2,,20,6.09,696.688,696.688,NA,NA,2.99,0.15,34.83,233.01,23.3,0.49,490.97,leaves in great condition but thin,,8/3/2022,missing,NA,22.06821538,0.477028158,21.62808943,7.492686408,0.042794887,10.0763137,1.568282629,1.134657698,1.055394323,1.039208833,1.292299146,0.014289829,0.03092706,NA,,,FAGR,Mid,C6_2_Control_BE_20_690,C6_2_BE_690,C6_2,0.038459686,0.044599323,0.94709306
150,BEF,C6,2,RM,639,Control,Mid,A1,,16.8,NA,NA,17.9,19.2,20.7,22.8,NA,251.6,289.5,336.5,408.3,NA,251.6,289.5,336.5,408.3,NA,0.150525889,0.162353516,0.213190506,NA,0.035676445,0.038327983,0.049499536,NA,NA,,,,,,,,,,,,NA,,0,0,C6_2,Mid,0.037013246,421,7/29/2022,Mid,Third,Control,0,0,0,2,A1,3,2,,9,4.48,332.786,332.341,NA,NA,1.89,0.21,36.98,175.84,17.58,0.42,421.88,small white spots and tiny holes,,8/3/2022,missing,NA,21.27673599,0.489712792,23.01634952,6.83157409,0.034658714,6.844841121,0.932447686,1.153212694,1.158836579,1.247095798,1.12990793,0.015676342,0.030063325,NA,,,ACRU,Mid,C6_2_Control_RM_9_639,C6_2_RM_639,C6_2,0.220817487,0.070922191,1.210005459
151,BEF,C6,2,RM,684,Control,Mid,B3,,21.5,NA,NA,23,24.8,26.7,28.6,NA,415.5,483.1,559.9,642.4,NA,415.5,483.1,559.9,642.4,NA,0.162646503,0.159095343,0.147385992,NA,0.038393408,0.037599587,0.034969105,NA,NA,,,,,,,Connected to #685 & 686,,,,,NA,,0,0,C6_2,Mid,0.037988232,422,7/29/2022,Mid,Third,Control,0,0,0,3,B3,3,2,,5,3.18,173.497,173.053,NA,NA,1.51,0.3,34.7,114.6,11.46,0.47,474.84,recovered from trash! Small brown spots and holes,,8/3/2022,missing,-28.28619057,21.27811047,0.49662436,23.3396833,7.278102619,0.045438359,6.506763401,1.04393855,1.543375152,1.150507347,1.091876063,1.270555424,0.012790441,0.034763108,NA,Partial Run,,ACRU,Mid,C6_2_Control_RM_5_684,C6_2_RM_684,C6_2,0.087897375,0.095277143,1.856728662
152,BEF,C6,2,WB,650,Control,Mid,A2,,19.6,NA,NA,21.1,22.7,24,24.9,NA,349.7,404.7,452.4,487,NA,349.7,404.7,452.4,487,NA,0.157408863,0.117817152,0.07640625,NA,0.037221955,0.028235733,0.018577439,NA,NA,,,,,,,,,,,,NA,,0,0,C6_2,Mid,0.032709972,423,7/29/2022,Mid,Third,Control,0,0,0,1,A2,3,2,,6,3.17,141.459,140.986,NA,NA,1.45,0.24,23.58,97.23,9.72,0.46,457.41,"minor insect damage, brown spots, tiny holes",,8/3/2022,missing,NA,17.52471447,0.499,28.48313574,5.005890765,0.038466483,5.399119831,1.269616904,1.225125918,1.020513149,0.974264708,1.097215182,0.009204143,0.110256429,NA,,,BEPA,Mid,C6_2_Control_WB_6_650,C6_2_WB_650,C6_2,-0.026072238,0.100202068,1.802397868
